ID,Colonia,Alcaldía,Latitud,Longitud,Puntos_de_acceso,Programa
2476,CENTRO,CUAUHTÉMOC,19.43959,-99.13745,1,Postes_C5
2477,CENTRO,CUAUHTÉMOC,19.43836,-99.13890,1,Postes_C5
2478,CENTRO,CUAUHTÉMOC,19.44208,-99.12889,1,Postes_C5
2479,MORELOS,CUAUHTÉMOC,19.44386,-99.13694,1,Postes_C5
2480,MORELOS,CUAUHTÉMOC,19.44372,-99.13533,1,Postes_C5
2481,CENTRO,CUAUHTÉMOC,19.44273,-99.12483,1,Postes_C5
2482,TRANSITO,CUAUHTÉMOC,19.42312,-99.12932,1,Postes_C5
2483,CENTRO,CUAUHTÉMOC,19.44194,-99.12743,1,Postes_C5
2484,CENTRO,CUAUHTÉMOC,19.43734,-99.13773,1,Postes_C5
2485,CENTRO,CUAUHTÉMOC,19.43650,-99.13156,1,Postes_C5
2486,CENTRO,CUAUHTÉMOC,19.43471,-99.14018,1,Postes_C5
2487,OBRERA,CUAUHTÉMOC,19.41480,-99.14106,1,Postes_C5
2488,PAULINO NAVARRO,CUAUHTÉMOC,19.41221,-99.12802,1,Postes_C5
2489,CENTRO,CUAUHTÉMOC,19.43632,-99.13613,1,Postes_C5
2490,CENTRO,CUAUHTÉMOC,19.43594,-99.13326,1,Postes_C5
2491,CENTRO,CUAUHTÉMOC,19.43761,-99.13908,1,Postes_C5
2492,CENTRO,CUAUHTÉMOC,19.43547,-99.13671,1,Postes_C5
2493,CENTRO,CUAUHTÉMOC,19.43453,-99.13495,1,Postes_C5
2494,CENTRO,CUAUHTÉMOC,19.43362,-99.13085,1,Postes_C5
2495,CENTRO,CUAUHTÉMOC,19.43478,-99.14089,1,Postes_C5
2496,CENTRO,CUAUHTÉMOC,19.43439,-99.13848,1,Postes_C5
2497,CENTRO,CUAUHTÉMOC,19.43407,-99.13560,1,Postes_C5
2498,CENTRO,CUAUHTÉMOC,19.43372,-99.13235,1,Postes_C5
2499,GUERRERO,CUAUHTÉMOC,19.44846,-99.14178,1,Postes_C5
2500,GUERRERO,CUAUHTÉMOC,19.44883,-99.13940,1,Postes_C5
2501,CENTRO,CUAUHTÉMOC,19.43394,-99.13938,1,Postes_C5
2502,CENTRO,CUAUHTÉMOC,19.43351,-99.13726,1,Postes_C5
2503,CENTRO,CUAUHTÉMOC,19.43339,-99.13520,1,Postes_C5
2504,CENTRO,CUAUHTÉMOC,19.43128,-99.13661,1,Postes_C5
2505,CENTRO,CUAUHTÉMOC,19.43276,-99.14123,1,Postes_C5
2506,CENTRO,CUAUHTÉMOC,19.43250,-99.13953,1,Postes_C5
2507,CENTRO,CUAUHTÉMOC,19.43250,-99.13858,1,Postes_C5
2508,CENTRO,CUAUHTÉMOC,19.43224,-99.13728,1,Postes_C5
2509,GUERRERO,CUAUHTÉMOC,19.44206,-99.14034,1,Postes_C5
2510,CENTRO,CUAUHTÉMOC,19.43381,-99.13407,1,Postes_C5
2511,CENTRO,CUAUHTÉMOC,19.43210,-99.13528,1,Postes_C5
2512,CENTRO,CUAUHTÉMOC,19.43330,-99.13413,1,Postes_C5
2513,CENTRO,CUAUHTÉMOC,19.43070,-99.13226,1,Postes_C5
2514,CENTRO,CUAUHTÉMOC,19.43015,-99.13375,1,Postes_C5
2515,CENTRO,CUAUHTÉMOC,19.43108,-99.13455,1,Postes_C5
2516,CENTRO,CUAUHTÉMOC,19.43029,-99.13460,1,Postes_C5
2517,GUERRERO,CUAUHTÉMOC,19.43842,-99.14037,1,Postes_C5
2518,CENTRO,CUAUHTÉMOC,19.43003,-99.13990,1,Postes_C5
2519,ROMA NORTE,CUAUHTÉMOC,19.41473,-99.16024,1,Postes_C5
2520,CENTRO,CUAUHTÉMOC,19.43095,-99.13869,1,Postes_C5
2521,CENTRO,CUAUHTÉMOC,19.42874,-99.13050,1,Postes_C5
2522,CENTRO,CUAUHTÉMOC,19.42941,-99.13486,1,Postes_C5
2523,CENTRO,CUAUHTÉMOC,19.42925,-99.13261,1,Postes_C5
2524,CENTRO,CUAUHTÉMOC,19.42948,-99.14143,1,Postes_C5
2525,CENTRO,CUAUHTÉMOC,19.42852,-99.13695,1,Postes_C5
2526,CENTRO,CUAUHTÉMOC,19.42840,-99.13382,1,Postes_C5
2527,CENTRO,CUAUHTÉMOC,19.42817,-99.13257,1,Postes_C5
2528,CENTRO,CUAUHTÉMOC,19.42821,-99.13912,1,Postes_C5
2529,CENTRO,CUAUHTÉMOC,19.42766,-99.13509,1,Postes_C5
2530,CENTRO,CUAUHTÉMOC,19.42584,-99.13143,1,Postes_C5
2531,DOCTORES,CUAUHTÉMOC,19.41477,-99.14994,1,Postes_C5
2532,CENTRO,CUAUHTÉMOC,19.42704,-99.13713,1,Postes_C5
2533,CENTRO,CUAUHTÉMOC,19.42675,-99.13424,1,Postes_C5
2534,CENTRO,CUAUHTÉMOC,19.42655,-99.13932,1,Postes_C5
2535,CENTRO,CUAUHTÉMOC,19.42589,-99.13527,1,Postes_C5
2537,CENTRO,CUAUHTÉMOC,19.42595,-99.13062,1,Postes_C5
2538,CENTRO,CUAUHTÉMOC,19.42514,-99.13742,1,Postes_C5
2539,CENTRO,CUAUHTÉMOC,19.42465,-99.13429,1,Postes_C5
2540,CENTRO,CUAUHTÉMOC,19.42409,-99.13752,1,Postes_C5
2541,CENTRO,CUAUHTÉMOC,19.42988,-99.13869,1,Postes_C5
2542,CENTRO,CUAUHTÉMOC,19.43537,-99.12969,1,Postes_C5
2543,CENTRO,CUAUHTÉMOC,19.43328,-99.12986,1,Postes_C5
2544,CENTRO,CUAUHTÉMOC,19.43134,-99.13024,1,Postes_C5
2545,AMPLIACION ASTURIAS,CUAUHTÉMOC,19.40854,-99.13129,1,Postes_C5
2546,MORELOS,CUAUHTÉMOC,19.44368,-99.12570,1,Postes_C5
2547,MORELOS 2344,VENUSTIANO CARRANZA,19.44672,-99.12532,1,Postes_C5
2548,MORELOS,CUAUHTÉMOC,19.44954,-99.12723,1,Postes_C5
2549,MORELOS,CUAUHTÉMOC,19.44974,-99.12863,1,Postes_C5
2550,BUENOS AIRES,CUAUHTÉMOC,19.40707,-99.14478,1,Postes_C5
2551,MORELOS,CUAUHTÉMOC,19.45035,-99.13171,1,Postes_C5
2552,MORELOS,CUAUHTÉMOC,19.44899,-99.13231,1,Postes_C5
2553,MORELOS,CUAUHTÉMOC,19.44722,-99.13028,1,Postes_C5
2554,MORELOS,CUAUHTÉMOC,19.44706,-99.12919,1,Postes_C5
2555,MORELOS,CUAUHTÉMOC,19.44811,-99.13027,1,Postes_C5
2556,MORELOS,CUAUHTÉMOC,19.44877,-99.12875,1,Postes_C5
2557,MORELOS,CUAUHTÉMOC,19.44761,-99.12767,1,Postes_C5
2558,MORELOS,CUAUHTÉMOC,19.44783,-99.12893,1,Postes_C5
2559,CONDESA,CUAUHTÉMOC,19.41285,-99.17787,1,Postes_C5
2560,MORELOS,CUAUHTÉMOC,19.44418,-99.13279,1,Postes_C5
2561,MORELOS,CUAUHTÉMOC,19.44502,-99.12462,1,Postes_C5
2562,CENTRO,CUAUHTÉMOC,19.44292,-99.12743,1,Postes_C5
2563,MORELOS,CUAUHTÉMOC,19.44496,-99.12955,1,Postes_C5
2564,BUENAVISTA,CUAUHTÉMOC,19.44703,-99.14718,1,Postes_C5
2565,CENTRO,CUAUHTÉMOC,19.44310,-99.13075,1,Postes_C5
2566,MORELOS,CUAUHTÉMOC,19.44494,-99.13280,1,Postes_C5
2567,MORELOS,CUAUHTÉMOC,19.45017,-99.12562,1,Postes_C5
2568,MORELOS,CUAUHTÉMOC,19.44585,-99.12945,1,Postes_C5
2569,MORELOS,CUAUHTÉMOC,19.45094,-99.12994,1,Postes_C5
2570,MORELOS,CUAUHTÉMOC,19.45076,-99.12834,1,Postes_C5
2571,MORELOS,CUAUHTÉMOC,19.45212,-99.12980,1,Postes_C5
2572,MORELOS,CUAUHTÉMOC,19.45194,-99.12496,1,Postes_C5
2573,ROMA SUR,CUAUHTÉMOC,19.41172,-99.15492,1,Postes_C5
2574,ROMA SUR,CUAUHTÉMOC,19.41167,-99.15906,1,Postes_C5
2576,CONDESA,CUAUHTÉMOC,19.41506,-99.17882,1,Postes_C5
2577,ROMA NORTE,CUAUHTÉMOC,19.41274,-99.15490,1,Postes_C5
2578,DOCTORES,CUAUHTÉMOC,19.41598,-99.15433,1,Postes_C5
2579,HIPODROMO,CUAUHTÉMOC,19.40935,-99.17145,1,Postes_C5
2580,HIPODROMO,CUAUHTÉMOC,19.41153,-99.17057,1,Postes_C5
2581,HIPODROMO CONDESA,CUAUHTÉMOC,19.41009,-99.17947,1,Postes_C5
2582,HIPODROMO,CUAUHTÉMOC,19.40643,-99.17377,1,Postes_C5
2583,HIPODROMO,CUAUHTÉMOC,19.40780,-99.17509,1,Postes_C5
2584,ROMA SUR,CUAUHTÉMOC,19.40706,-99.16801,1,Postes_C5
2586,ROMA NORTE,CUAUHTÉMOC,19.42300,-99.16355,1,Postes_C5
2587,ROMA NORTE,CUAUHTÉMOC,19.41849,-99.17205,1,Postes_C5
2588,ROMA NORTE,CUAUHTÉMOC,19.42090,-99.17456,1,Postes_C5
2589,ROMA NORTE,CUAUHTÉMOC,19.42175,-99.17017,1,Postes_C5
2590,ROMA NORTE,CUAUHTÉMOC,19.41925,-99.16971,1,Postes_C5
2591,ROMA NORTE,CUAUHTÉMOC,19.41689,-99.16913,1,Postes_C5
2592,ROMA NORTE,CUAUHTÉMOC,19.42074,-99.16684,1,Postes_C5
2593,ROMA NORTE,CUAUHTÉMOC,19.42141,-99.16502,1,Postes_C5
2594,ROMA NORTE,CUAUHTÉMOC,19.41556,-99.16528,1,Postes_C5
2595,ROMA NORTE,CUAUHTÉMOC,19.41510,-99.16362,1,Postes_C5
2596,ROMA NORTE,CUAUHTÉMOC,19.42070,-99.16171,1,Postes_C5
2597,ROMA NORTE,CUAUHTÉMOC,19.42233,-99.16323,1,Postes_C5
2598,JUAREZ,CUAUHTÉMOC,19.42308,-99.16642,1,Postes_C5
2599,ROMA NORTE,CUAUHTÉMOC,19.42371,-99.16214,1,Postes_C5
2600,DOCTORES,CUAUHTÉMOC,19.41930,-99.15405,1,Postes_C5
2601,DOCTORES,CUAUHTÉMOC,19.42422,-99.15294,1,Postes_C5
2602,ROMA NORTE,CUAUHTÉMOC,19.41419,-99.16303,1,Postes_C5
2603,ROMA NORTE,CUAUHTÉMOC,19.41780,-99.16114,1,Postes_C5
2604,ROMA SUR,CUAUHTÉMOC,19.41121,-99.16259,1,Postes_C5
2605,CONDESA,CUAUHTÉMOC,19.41344,-99.17183,1,Postes_C5
2606,ROMA NORTE,CUAUHTÉMOC,19.41940,-99.17276,1,Postes_C5
2607,ROMA NORTE,CUAUHTÉMOC,19.41514,-99.15898,1,Postes_C5
2608,ROMA NORTE,CUAUHTÉMOC,19.41495,-99.15477,1,Postes_C5
2609,ROMA NORTE,CUAUHTÉMOC,19.41831,-99.15844,1,Postes_C5
2610,ROMA NORTE,CUAUHTÉMOC,19.42044,-99.15769,1,Postes_C5
2611,ROMA NORTE,CUAUHTÉMOC,19.42190,-99.15649,1,Postes_C5
2612,ROMA NORTE,CUAUHTÉMOC,19.42259,-99.15409,1,Postes_C5
2613,DOCTORES,CUAUHTÉMOC,19.42413,-99.15369,1,Postes_C5
2614,ROMA NORTE,CUAUHTÉMOC,19.42302,-99.15541,1,Postes_C5
2615,ROMA NORTE,CUAUHTÉMOC,19.42463,-99.15634,1,Postes_C5
2616,BUENAVISTA,CUAUHTÉMOC,19.44003,-99.15289,1,Postes_C5
2617,ROMA NORTE,CUAUHTÉMOC,19.42101,-99.15525,1,Postes_C5
2618,ROMA NORTE,CUAUHTÉMOC,19.41308,-99.15846,1,Postes_C5
2619,ROMA NORTE,CUAUHTÉMOC,19.42058,-99.17544,1,Postes_C5
2620,ROMA NORTE,CUAUHTÉMOC,19.41954,-99.16807,1,Postes_C5
2621,ROMA NORTE,CUAUHTÉMOC,19.42136,-99.16864,1,Postes_C5
2622,ROMA NORTE,CUAUHTÉMOC,19.42075,-99.17131,1,Postes_C5
2623,ROMA NORTE,CUAUHTÉMOC,19.42031,-99.17344,1,Postes_C5
2624,ROMA NORTE,CUAUHTÉMOC,19.41681,-99.17318,1,Postes_C5
2625,ROMA NORTE,CUAUHTÉMOC,19.42244,-99.16228,1,Postes_C5
2626,ROMA NORTE,CUAUHTÉMOC,19.42317,-99.15837,1,Postes_C5
2627,ROMA NORTE,CUAUHTÉMOC,19.41630,-99.15679,1,Postes_C5
2628,JUAREZ,CUAUHTÉMOC,19.42423,-99.16150,1,Postes_C5
2629,HIPODROMO,CUAUHTÉMOC,19.41271,-99.16645,1,Postes_C5
2630,ROMA NORTE,CUAUHTÉMOC,19.42036,-99.16403,1,Postes_C5
2631,ROMA NORTE,CUAUHTÉMOC,19.41264,-99.16069,1,Postes_C5
2632,ROMA NORTE,CUAUHTÉMOC,19.41617,-99.16224,1,Postes_C5
2633,ROMA NORTE,CUAUHTÉMOC,19.41844,-99.16776,1,Postes_C5
2634,ROMA NORTE,CUAUHTÉMOC,19.41229,-99.15707,1,Postes_C5
2635,ROMA NORTE,CUAUHTÉMOC,19.41168,-99.16102,1,Postes_C5
2636,ROMA NORTE,CUAUHTÉMOC,19.41360,-99.16211,1,Postes_C5
2637,ROMA NORTE,CUAUHTÉMOC,19.42226,-99.16422,1,Postes_C5
2638,ROMA NORTE,CUAUHTÉMOC,19.41809,-99.15962,1,Postes_C5
2639,ROMA NORTE,CUAUHTÉMOC,19.41444,-99.16171,1,Postes_C5
2640,ROMA NORTE,CUAUHTÉMOC,19.41698,-99.15822,1,Postes_C5
2641,ROMA NORTE,CUAUHTÉMOC,19.42383,-99.15612,1,Postes_C5
2642,ROMA NORTE,CUAUHTÉMOC,19.42336,-99.15486,1,Postes_C5
2643,ROMA NORTE,CUAUHTÉMOC,19.42126,-99.15929,1,Postes_C5
2644,CONDESA,CUAUHTÉMOC,19.42010,-99.17666,1,Postes_C5
2646,DOCTORES,CUAUHTÉMOC,19.41636,-99.15067,1,Postes_C5
2647,ROMA SUR,CUAUHTÉMOC,19.40263,-99.16228,1,Postes_C5
2648,ROMA SUR,CUAUHTÉMOC,19.40601,-99.16319,1,Postes_C5
2649,PERALVILLO,CUAUHTÉMOC,19.46099,-99.13315,1,Postes_C5
2650,ROMA SUR,CUAUHTÉMOC,19.40632,-99.16114,1,Postes_C5
2653,ROMA NORTE,CUAUHTÉMOC,19.41099,-99.16448,1,Postes_C5
2654,ROMA SUR,CUAUHTÉMOC,19.40920,-99.16192,1,Postes_C5
2655,ROMA SUR,CUAUHTÉMOC,19.40799,-99.16361,1,Postes_C5
2656,ROMA SUR,CUAUHTÉMOC,19.40767,-99.16521,1,Postes_C5
2657,PERALVILLO,CUAUHTÉMOC,19.46025,-99.13043,1,Postes_C5
2658,ROMA SUR,CUAUHTÉMOC,19.40601,-99.16644,1,Postes_C5
2659,ROMA SUR,CUAUHTÉMOC,19.40446,-99.15918,1,Postes_C5
2660,ROMA SUR,CUAUHTÉMOC,19.40492,-99.16286,1,Postes_C5
2661,ROMA SUR,CUAUHTÉMOC,19.40532,-99.16526,1,Postes_C5
2662,ROMA SUR,CUAUHTÉMOC,19.40426,-99.16539,1,Postes_C5
2665,ROMA SUR,CUAUHTÉMOC,19.40344,-99.16429,1,Postes_C5
2666,ROMA SUR,CUAUHTÉMOC,19.40261,-99.16857,1,Postes_C5
2667,ROMA SUR,CUAUHTÉMOC,19.40503,-99.15633,1,Postes_C5
2668,ROMA SUR,CUAUHTÉMOC,19.40931,-99.16725,1,Postes_C5
2669,ROMA SUR,CUAUHTÉMOC,19.40649,-99.15826,1,Postes_C5
2670,CUAUHTEMOC,CUAUHTÉMOC,19.42799,-99.17317,1,Postes_C5
2672,SAN RAFAEL,CUAUHTÉMOC,19.44049,-99.16539,1,Postes_C5
2673,CUAUHTEMOC,CUAUHTÉMOC,19.43097,-99.16345,1,Postes_C5
2674,CUAUHTEMOC,CUAUHTÉMOC,19.43098,-99.16966,1,Postes_C5
2675,CUAUHTEMOC,CUAUHTÉMOC,19.43128,-99.17236,1,Postes_C5
2678,CUAUHTEMOC,CUAUHTÉMOC,19.42867,-99.16864,1,Postes_C5
2679,CUAUHTEMOC,CUAUHTÉMOC,19.42926,-99.16353,1,Postes_C5
2680,CUAUHTEMOC,CUAUHTÉMOC,19.43475,-99.16588,1,Postes_C5
2681,CUAUHTEMOC,CUAUHTÉMOC,19.43107,-99.16650,1,Postes_C5
2682,CUAUHTEMOC,CUAUHTÉMOC,19.43366,-99.16947,1,Postes_C5
2683,CUAUHTEMOC,CUAUHTÉMOC,19.42852,-99.17181,1,Postes_C5
2684,CUAUHTEMOC,CUAUHTÉMOC,19.43231,-99.16118,1,Postes_C5
2685,CUAUHTEMOC,CUAUHTÉMOC,19.42542,-99.17175,1,Postes_C5
2686,CUAUHTEMOC,CUAUHTÉMOC,19.42344,-99.17572,1,Postes_C5
2687,CUAUHTEMOC,CUAUHTÉMOC,19.43206,-99.17044,1,Postes_C5
2688,CUAUHTEMOC,CUAUHTÉMOC,19.42678,-99.17260,1,Postes_C5
2689,DEL VALLE NORTE,BENITO JUÁREZ,19.39758,-99.16715,1,Postes_C5
2691,DEL VALLE NORTE,BENITO JUÁREZ,19.40069,-99.16538,1,Postes_C5
2692,DEL VALLE NORTE,BENITO JUÁREZ,19.40111,-99.16226,1,Postes_C5
2693,DEL VALLE NORTE,BENITO JUÁREZ,19.39541,-99.16848,1,Postes_C5
2694,DEL VALLE NORTE,BENITO JUÁREZ,19.39808,-99.16937,1,Postes_C5
2695,DEL VALLE NORTE,BENITO JUÁREZ,19.39372,-99.17113,1,Postes_C5
2696,DEL VALLE NORTE,BENITO JUÁREZ,19.39258,-99.16583,1,Postes_C5
2697,DEL VALLE NORTE,BENITO JUÁREZ,19.38971,-99.16677,1,Postes_C5
2698,NAPOLES 2348,BENITO JUÁREZ,19.38891,-99.17421,1,Postes_C5
2699,DEL VALLE CENTRO,BENITO JUÁREZ,19.38729,-99.16701,1,Postes_C5
2700,DEL VALLE CENTRO,BENITO JUÁREZ,19.38464,-99.16607,1,Postes_C5
2701,NARVARTE PONIENTE,BENITO JUÁREZ,19.38602,-99.16111,1,Postes_C5
2702,DEL VALLE CENTRO,BENITO JUÁREZ,19.38397,-99.16310,1,Postes_C5
2703,DEL VALLE CENTRO,BENITO JUÁREZ,19.38551,-99.17035,1,Postes_C5
2704,DEL VALLE CENTRO,BENITO JUÁREZ,19.38415,-99.16462,1,Postes_C5
2705,DEL VALLE CENTRO,BENITO JUÁREZ,19.38340,-99.16049,1,Postes_C5
2706,DEL VALLE CENTRO,BENITO JUÁREZ,19.38087,-99.16864,1,Postes_C5
2707,DEL VALLE CENTRO,BENITO JUÁREZ,19.37723,-99.16325,1,Postes_C5
2708,DEL VALLE NORTE,BENITO JUÁREZ,19.39198,-99.16934,1,Postes_C5
2709,ESPERANZA,BENITO JUÁREZ,19.39997,-99.15217,1,Postes_C5
2710,DEL VALLE NORTE,BENITO JUÁREZ,19.39501,-99.16671,1,Postes_C5
2711,DEL VALLE NORTE,BENITO JUÁREZ,19.39422,-99.16391,1,Postes_C5
2712,DEL VALLE NORTE,BENITO JUÁREZ,19.39199,-99.16292,1,Postes_C5
2713,DEL VALLE NORTE,BENITO JUÁREZ,19.38936,-99.16341,1,Postes_C5
2714,DEL VALLE CENTRO,BENITO JUÁREZ,19.38786,-99.16956,1,Postes_C5
2715,NAPOLES 2349,BENITO JUÁREZ,19.39260,-99.17770,1,Postes_C5
2716,DEL VALLE CENTRO,BENITO JUÁREZ,19.38175,-99.16232,1,Postes_C5
2717,NARVARTE PONIENTE,BENITO JUÁREZ,19.38120,-99.15983,1,Postes_C5
2718,DEL VALLE CENTRO,BENITO JUÁREZ,19.37959,-99.16284,1,Postes_C5
2719,DEL VALLE CENTRO,BENITO JUÁREZ,19.38287,-99.16652,1,Postes_C5
2720,DEL VALLE SUR,BENITO JUÁREZ,19.37153,-99.16951,1,Postes_C5
2721,DEL VALLE CENTRO,BENITO JUÁREZ,19.37930,-99.17251,1,Postes_C5
2722,DEL VALLE CENTRO,BENITO JUÁREZ,19.38155,-99.17243,1,Postes_C5
2723,DEL VALLE SUR,BENITO JUÁREZ,19.37805,-99.16765,1,Postes_C5
2724,DEL VALLE CENTRO,BENITO JUÁREZ,19.38049,-99.17482,1,Postes_C5
2725,ACACIAS,BENITO JUÁREZ,19.36583,-99.17650,1,Postes_C5
2726,DEL VALLE SUR,BENITO JUÁREZ,19.36508,-99.17253,1,Postes_C5
2727,SANTA CRUZ ATOYAC,BENITO JUÁREZ,19.36787,-99.16338,1,Postes_C5
2728,DEL VALLE SUR,BENITO JUÁREZ,19.37612,-99.16975,1,Postes_C5
2729,DEL VALLE SUR,BENITO JUÁREZ,19.36937,-99.17005,1,Postes_C5
2730,DEL VALLE SUR,BENITO JUÁREZ,19.37455,-99.16252,1,Postes_C5
2731,INSURGENTES SAN BORJA,BENITO JUÁREZ,19.38619,-99.17229,1,Postes_C5
2732,DEL VALLE SUR,BENITO JUÁREZ,19.37844,-99.16920,1,Postes_C5
2733,DEL VALLE SUR,BENITO JUÁREZ,19.37330,-99.16734,1,Postes_C5
2734,DEL VALLE SUR,BENITO JUÁREZ,19.37246,-99.16382,1,Postes_C5
2735,DEL VALLE SUR,BENITO JUÁREZ,19.37137,-99.16787,1,Postes_C5
2736,DEL VALLE SUR,BENITO JUÁREZ,19.36884,-99.16845,1,Postes_C5
2737,DEL VALLE SUR,BENITO JUÁREZ,19.36954,-99.17142,1,Postes_C5
2738,CENTRO URBANO PRESIDENTE ALEMAN,BENITO JUÁREZ,19.37009,-99.17307,1,Postes_C5
2739,DEL VALLE SUR,BENITO JUÁREZ,19.37074,-99.17622,1,Postes_C5
2740,ACTIPAN,BENITO JUÁREZ,19.37001,-99.17847,1,Postes_C5
2741,DEL VALLE SUR,BENITO JUÁREZ,19.36868,-99.17745,1,Postes_C5
2742,ACACIAS,BENITO JUÁREZ,19.36794,-99.17526,1,Postes_C5
2743,DEL VALLE SUR,BENITO JUÁREZ,19.36737,-99.17212,1,Postes_C5
2744,XOCO,BENITO JUÁREZ,19.36619,-99.16752,1,Postes_C5
2745,NARVARTE ORIENTE,BENITO JUÁREZ,19.38436,-99.14997,1,Postes_C5
2746,DEL VALLE SUR,BENITO JUÁREZ,19.36440,-99.16957,1,Postes_C5
2747,ACACIAS,BENITO JUÁREZ,19.36253,-99.17475,1,Postes_C5
2748,ACACIAS,BENITO JUÁREZ,19.36276,-99.17198,1,Postes_C5
2749,ACACIAS,BENITO JUÁREZ,19.36483,-99.17460,1,Postes_C5
2751,DEL VALLE SUR,BENITO JUÁREZ,19.37712,-99.16792,1,Postes_C5
2752,DEL VALLE SUR,BENITO JUÁREZ,19.37784,-99.16641,1,Postes_C5
2753,INSURGENTES SAN BORJA,BENITO JUÁREZ,19.38241,-99.17383,1,Postes_C5
2754,INSURGENTES SAN BORJA,BENITO JUÁREZ,19.38510,-99.17405,1,Postes_C5
2755,EXTREMADURA INSURGENTES,BENITO JUÁREZ,19.37575,-99.18106,1,Postes_C5
2756,TLACOQUEMECATL,BENITO JUÁREZ,19.37835,-99.17353,1,Postes_C5
2757,TLACOQUEMECATL,BENITO JUÁREZ,19.37486,-99.17440,1,Postes_C5
2758,TLACOQUEMECATL,BENITO JUÁREZ,19.37523,-99.17610,1,Postes_C5
2760,TLACOQUEMECATL,BENITO JUÁREZ,19.37751,-99.17633,1,Postes_C5
2761,DEL VALLE SUR,BENITO JUÁREZ,19.37245,-99.17257,1,Postes_C5
2763,REFORMA IZTACCIHUATL SUR,IZTACALCO,19.37737,-99.13545,1,Postes_C5
2766,PIEDAD NARVARTE,BENITO JUÁREZ,19.40198,-99.15068,1,Postes_C5
2768,DEL VALLE NORTE,BENITO JUÁREZ,19.39990,-99.16679,1,Postes_C5
2769,LETRAN VALLE,BENITO JUÁREZ,19.37732,-99.14869,1,Postes_C5
2770,PIEDAD NARVARTE,BENITO JUÁREZ,19.40186,-99.15575,1,Postes_C5
2771,PIEDAD NARVARTE,BENITO JUÁREZ,19.40186,-99.15328,1,Postes_C5
2772,NARVARTE PONIENTE,BENITO JUÁREZ,19.40000,-99.15425,1,Postes_C5
2773,NARVARTE PONIENTE,BENITO JUÁREZ,19.39821,-99.15800,1,Postes_C5
2774,NARVARTE PONIENTE,BENITO JUÁREZ,19.39864,-99.16070,1,Postes_C5
2775,DEL CARMEN,BENITO JUÁREZ,19.37543,-99.13773,1,Postes_C5
2776,NIÑOS HEROES,BENITO JUÁREZ,19.38631,-99.14422,1,Postes_C5
2777,NARVARTE PONIENTE,BENITO JUÁREZ,19.39830,-99.15362,1,Postes_C5
2778,NARVARTE PONIENTE,BENITO JUÁREZ,19.39603,-99.15748,1,Postes_C5
2779,NARVARTE PONIENTE,BENITO JUÁREZ,19.39604,-99.15966,1,Postes_C5
2780,DEL VALLE NORTE,BENITO JUÁREZ,19.39287,-99.16733,1,Postes_C5
2781,NARVARTE PONIENTE,BENITO JUÁREZ,19.39293,-99.16109,1,Postes_C5
2782,NARVARTE PONIENTE,BENITO JUÁREZ,19.39393,-99.15908,1,Postes_C5
2783,NARVARTE PONIENTE,BENITO JUÁREZ,19.39382,-99.15630,1,Postes_C5
2784,ALBERT,BENITO JUÁREZ,19.37121,-99.13943,1,Postes_C5
2785,NARVARTE PONIENTE,BENITO JUÁREZ,19.39382,-99.15394,1,Postes_C5
2786,NARVARTE PONIENTE,BENITO JUÁREZ,19.39095,-99.15804,1,Postes_C5
2787,VERTIZ NARVARTE,BENITO JUÁREZ,19.38286,-99.14947,1,Postes_C5
2788,NARVARTE PONIENTE,BENITO JUÁREZ,19.39069,-99.15635,1,Postes_C5
2789,NARVARTE PONIENTE,BENITO JUÁREZ,19.39140,-99.16065,1,Postes_C5
2790,NARVARTE PONIENTE,BENITO JUÁREZ,19.38972,-99.16022,1,Postes_C5
2791,NARVARTE ORIENTE,BENITO JUÁREZ,19.38688,-99.15422,1,Postes_C5
2792,NARVARTE PONIENTE,BENITO JUÁREZ,19.38522,-99.15751,1,Postes_C5
2793,NARVARTE PONIENTE,BENITO JUÁREZ,19.38790,-99.15926,1,Postes_C5
2794,NARVARTE PONIENTE,BENITO JUÁREZ,19.38868,-99.16201,1,Postes_C5
2795,NARVARTE PONIENTE,BENITO JUÁREZ,19.38538,-99.15899,1,Postes_C5
2796,NARVARTE PONIENTE,BENITO JUÁREZ,19.38490,-99.15578,1,Postes_C5
2797,VERTIZ NARVARTE,BENITO JUÁREZ,19.38270,-99.15684,1,Postes_C5
2798,DEL VALLE CENTRO,BENITO JUÁREZ,19.37677,-99.16107,1,Postes_C5
2799,NARVARTE PONIENTE,BENITO JUÁREZ,19.38100,-99.15798,1,Postes_C5
2800,DEL VALLE CENTRO,BENITO JUÁREZ,19.37970,-99.15943,1,Postes_C5
2801,VILLA DE CORTES,BENITO JUÁREZ,19.38609,-99.13596,1,Postes_C5
2802,ALAMOS,BENITO JUÁREZ,19.40243,-99.14496,1,Postes_C5
2803,NARVARTE ORIENTE,BENITO JUÁREZ,19.40055,-99.14806,1,Postes_C5
2804,NARVARTE ORIENTE,BENITO JUÁREZ,19.39881,-99.15105,1,Postes_C5
2805,NARVARTE ORIENTE,BENITO JUÁREZ,19.39816,-99.15211,1,Postes_C5
2806,NARVARTE ORIENTE,BENITO JUÁREZ,19.39816,-99.14953,1,Postes_C5
2807,NARVARTE ORIENTE,BENITO JUÁREZ,19.39816,-99.14825,1,Postes_C5
2808,ALAMOS,BENITO JUÁREZ,19.39820,-99.14554,1,Postes_C5
