ID,Colonia,Alcaldía,Latitud,Longitud,Puntos_de_acceso,Programa
313,SANTA CATARINA,AZCAPOTZALCO,19.49005,-99.17744,1,Postes_C5
314,SAN ANDRES 2408,AZCAPOTZALCO,19.49178,-99.18354,1,Postes_C5
315,SANTA CATARINA,AZCAPOTZALCO,19.49119,-99.17703,1,Postes_C5
316,REYNOSA TAMAULIPAS,AZCAPOTZALCO,19.49298,-99.18832,1,Postes_C5
317,SANTA BARBARA,AZCAPOTZALCO,19.49758,-99.18285,1,Postes_C5
318,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.49739,-99.16482,1,Postes_C5
319,SANTO DOMINGO,AZCAPOTZALCO,19.48859,-99.19089,1,Postes_C5
320,SAN MARTIN XOCHINAHUAC 2452,AZCAPOTZALCO,19.50846,-99.18959,1,Postes_C5
321,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.48338,-99.18503,1,Postes_C5
322,HIPODROMO,CUAUHTÉMOC,19.41475,-99.17068,1,Postes_C5
323,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.50190,-99.15763,1,Postes_C5
324,SAN MARTIN XOCHINAHUAC 2452,AZCAPOTZALCO,19.49951,-99.19617,1,Postes_C5
325,ISSFAM LAS ARMAS,AZCAPOTZALCO,19.48437,-99.21401,1,Postes_C5
327,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.50804,-99.17371,1,Postes_C5
328,LA PRECIOSA,AZCAPOTZALCO,19.48488,-99.19496,1,Postes_C5
329,SANTA CATARINA,AZCAPOTZALCO,19.49258,-99.17305,1,Postes_C5
330,CLAVERIA,AZCAPOTZALCO,19.46983,-99.18132,1,Postes_C5
331,CLAVERIA,AZCAPOTZALCO,19.46557,-99.17932,1,Postes_C5
332,CLAVERIA,AZCAPOTZALCO,19.46927,-99.18630,1,Postes_C5
333,AGUILERA,AZCAPOTZALCO,19.47351,-99.15619,1,Postes_C5
334,SANTA LUCIA,AZCAPOTZALCO,19.47630,-99.19679,1,Postes_C5
335,PLENITUD,AZCAPOTZALCO,19.47360,-99.19771,1,Postes_C5
336,NEXTENGO,AZCAPOTZALCO,19.47128,-99.18917,1,Postes_C5
339,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.48107,-99.18449,1,Postes_C5
342,DEL RECREO,AZCAPOTZALCO,19.47554,-99.18501,1,Postes_C5
343,ANGEL ZIMBRON,AZCAPOTZALCO,19.46762,-99.18771,1,Postes_C5
344,CLAVERIA,AZCAPOTZALCO,19.46703,-99.17962,1,Postes_C5
350,LA PRECIOSA,AZCAPOTZALCO,19.48672,-99.19253,1,Postes_C5
352,SANTIAGO AHUIZOTLA,AZCAPOTZALCO,19.47941,-99.21194,1,Postes_C5
354,SAN MIGUEL AMANTLA,AZCAPOTZALCO,19.47783,-99.20010,1,Postes_C5
355,LA PROVIDENCIA,AZCAPOTZALCO,19.47953,-99.20837,1,Postes_C5
356,TEZOZOMOC,AZCAPOTZALCO,19.49105,-99.19931,1,Postes_C5
357,PETROLERA 2382,AZCAPOTZALCO,19.48317,-99.20079,1,Postes_C5
358,SAN FRANCISCO TETECALA,AZCAPOTZALCO,19.47951,-99.19240,1,Postes_C5
359,PROVIDENCIA,AZCAPOTZALCO,19.49117,-99.20846,1,Postes_C5
360,PROVIDENCIA,AZCAPOTZALCO,19.49080,-99.21235,1,Postes_C5
362,NUEVA SANTA MARIA,AZCAPOTZALCO,19.46521,-99.16883,1,Postes_C5
363,UNIDAD CUITLAHUAC,AZCAPOTZALCO,19.47294,-99.17205,1,Postes_C5
364,SANTA MARIA MALINALCO,AZCAPOTZALCO,19.48026,-99.18383,1,Postes_C5
365,SANTA LUCIA,AZCAPOTZALCO,19.48132,-99.19358,1,Postes_C5
366,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,19.46473,-99.16300,1,Postes_C5
367,NUEVA SANTA MARIA,AZCAPOTZALCO,19.46423,-99.17209,1,Postes_C5
368,TLATILCO 2572,AZCAPOTZALCO,19.46164,-99.16336,1,Postes_C5
369,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.48313,-99.18829,1,Postes_C5
370,HOGAR Y SEGURIDAD,AZCAPOTZALCO,19.46858,-99.17013,1,Postes_C5
371,SAN MIGUEL AMANTLA,AZCAPOTZALCO,19.47244,-99.20507,1,Postes_C5
372,SANTIAGO AHUIZOTLA,AZCAPOTZALCO,19.47308,-99.21359,1,Postes_C5
373,PROVIDENCIA,AZCAPOTZALCO,19.48740,-99.21710,1,Postes_C5
374,SANTO TOMAS,AZCAPOTZALCO,19.48726,-99.17588,1,Postes_C5
375,SINDICATO MEXICANO DE ELECTRICISTAS,AZCAPOTZALCO,19.47607,-99.17932,1,Postes_C5
376,CONDESA,CUAUHTÉMOC,19.41151,-99.17542,1,Postes_C5
377,LOS REYES,AZCAPOTZALCO,19.48514,-99.18055,1,Postes_C5
378,COSMOPOLITA 2148,AZCAPOTZALCO,19.47559,-99.16244,1,Postes_C5
379,EUZKADI,AZCAPOTZALCO,19.47715,-99.16022,1,Postes_C5
380,FERRERIA,AZCAPOTZALCO,19.50392,-99.17418,1,Postes_C5
381,COSMOPOLITA 2148,AZCAPOTZALCO,19.47479,-99.16212,1,Postes_C5
382,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.48677,-99.15762,1,Postes_C5
383,COLTONGO,AZCAPOTZALCO,19.47905,-99.14952,1,Postes_C5
384,DEL GAS 2164,AZCAPOTZALCO,19.46967,-99.15725,1,Postes_C5
385,PRO HOGAR,AZCAPOTZALCO,19.47564,-99.15220,1,Postes_C5
386,DEL GAS 2165,AZCAPOTZALCO,19.46815,-99.15687,1,Postes_C5
387,PRO HOGAR,AZCAPOTZALCO,19.47487,-99.15055,1,Postes_C5
388,ALDANA,AZCAPOTZALCO,19.47028,-99.14862,1,Postes_C5
389,ARENAL,AZCAPOTZALCO,19.46326,-99.15008,1,Postes_C5
390,LIBERACION,AZCAPOTZALCO,19.47218,-99.15214,1,Postes_C5
391,DEL GAS 2164,AZCAPOTZALCO,19.46993,-99.15846,1,Postes_C5
392,CIUDAD DE LOS DEPORTES,BENITO JUÁREZ,19.38399,-99.17709,1,Postes_C5
393,CIUDAD DE LOS DEPORTES,BENITO JUÁREZ,19.38538,-99.17834,1,Postes_C5
394,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ,19.39451,-99.18353,1,Postes_C5
395,CONDESA,CUAUHTÉMOC,19.41357,-99.17619,1,Postes_C5
396,MIXCOAC,BENITO JUÁREZ,19.37605,-99.19082,1,Postes_C5
398,SANTA MARIA NONOALCO,BENITO JUÁREZ,19.38118,-99.19035,1,Postes_C5
399,INSURGENTES MIXCOAC,BENITO JUÁREZ,19.37238,-99.18443,1,Postes_C5
400,MIXCOAC,BENITO JUÁREZ,19.36885,-99.18987,1,Postes_C5
401,INSURGENTES MIXCOAC,BENITO JUÁREZ,19.37513,-99.18601,1,Postes_C5
402,MIXCOAC,BENITO JUÁREZ,19.37000,-99.18943,1,Postes_C5
403,INSURGENTES MIXCOAC,BENITO JUÁREZ,19.37479,-99.18467,1,Postes_C5
404,DEL VALLE NORTE,BENITO JUÁREZ,19.39705,-99.16463,1,Postes_C5
405,DEL VALLE CENTRO,BENITO JUÁREZ,19.38973,-99.17242,1,Postes_C5
406,DEL VALLE CENTRO,BENITO JUÁREZ,19.38303,-99.16809,1,Postes_C5
407,DEL VALLE NORTE,BENITO JUÁREZ,19.39057,-99.17055,1,Postes_C5
408,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ,19.38775,-99.18605,1,Postes_C5
409,PORTALES NORTE,BENITO JUÁREZ,19.37177,-99.14944,1,Postes_C5
410,DEL VALLE NORTE,BENITO JUÁREZ,19.39934,-99.16423,1,Postes_C5
411,DEL VALLE SUR,BENITO JUÁREZ,19.37234,-99.17008,1,Postes_C5
412,DEL VALLE CENTRO,BENITO JUÁREZ,19.38455,-99.16936,1,Postes_C5
413,TLACOQUEMECATL,BENITO JUÁREZ,19.37789,-99.17119,1,Postes_C5
414,DEL VALLE SUR,BENITO JUÁREZ,19.37378,-99.16961,1,Postes_C5
415,TLACOQUEMECATL,BENITO JUÁREZ,19.37708,-99.17384,1,Postes_C5
417,AMERICAS UNIDAS,BENITO JUÁREZ,19.38479,-99.14139,1,Postes_C5
418,POSTAL,BENITO JUÁREZ,19.39102,-99.14089,1,Postes_C5
419,NARVARTE ORIENTE,BENITO JUÁREZ,19.38968,-99.14885,1,Postes_C5
420,ALAMOS,BENITO JUÁREZ,19.39930,-99.14239,1,Postes_C5
421,INDEPENDENCIA,BENITO JUÁREZ,19.37971,-99.15131,1,Postes_C5
422,NARVARTE PONIENTE,BENITO JUÁREZ,19.40134,-99.15857,1,Postes_C5
424,POSTAL,BENITO JUÁREZ,19.39077,-99.14615,1,Postes_C5
425,PORTALES SUR,BENITO JUÁREZ,19.36102,-99.15168,1,Postes_C5
426,PIEDAD NARVARTE,BENITO JUÁREZ,19.40162,-99.15778,1,Postes_C5
427,INDEPENDENCIA,BENITO JUÁREZ,19.37906,-99.14666,1,Postes_C5
428,LETRAN VALLE,BENITO JUÁREZ,19.37490,-99.15162,1,Postes_C5
429,LETRAN VALLE,BENITO JUÁREZ,19.37589,-99.14897,1,Postes_C5
430,PORTALES NORTE,BENITO JUÁREZ,19.36817,-99.14214,1,Postes_C5
431,PORTALES SUR,BENITO JUÁREZ,19.36165,-99.14811,1,Postes_C5
432,PORTALES SUR,BENITO JUÁREZ,19.36487,-99.14670,1,Postes_C5
433,PORTALES NORTE,BENITO JUÁREZ,19.36878,-99.15557,1,Postes_C5
434,SAN SIMON TICUMAC,BENITO JUÁREZ,19.37441,-99.14222,1,Postes_C5
435,ZACAHUITZCO,BENITO JUÁREZ,19.37255,-99.14021,1,Postes_C5
436,PORTALES NORTE,BENITO JUÁREZ,19.37085,-99.15122,1,Postes_C5
437,SANTA CRUZ ATOYAC,BENITO JUÁREZ,19.36447,-99.15916,1,Postes_C5
438,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ,19.38524,-99.18632,1,Postes_C5
439,XOCO,BENITO JUÁREZ,19.36014,-99.16591,1,Postes_C5
440,LETRAN VALLE,BENITO JUÁREZ,19.37589,-99.15236,1,Postes_C5
441,MODERNA,BENITO JUÁREZ,19.39294,-99.13494,1,Postes_C5
442,NATIVITAS,BENITO JUÁREZ,19.38264,-99.13827,1,Postes_C5
443,MODERNA,BENITO JUÁREZ,19.39345,-99.13571,1,Postes_C5
444,NATIVITAS,BENITO JUÁREZ,19.38222,-99.13523,1,Postes_C5
445,CTM VII CULHUACAN,COYOACÁN,19.32743,-99.10951,1,Postes_C5
446,PEDREGAL DE SANTO DOMINGO 2375,COYOACÁN,19.33118,-99.17254,1,Postes_C5
450,PRADO CHURUBUSCO,COYOACÁN,19.35535,-99.12908,1,Postes_C5
451,COUNTRY CLUB,COYOACÁN,19.35442,-99.14439,1,Postes_C5
452,CAMPESTRE CHURUBUSCO,COYOACÁN,19.33939,-99.13953,1,Postes_C5
453,EL CENTINELA,COYOACÁN,19.33656,-99.13958,1,Postes_C5
454,AVANTE,COYOACÁN,19.33260,-99.13562,1,Postes_C5
455,CAMPESTRE CHURUBUSCO,COYOACÁN,19.34393,-99.13278,1,Postes_C5
456,AVANTE,COYOACÁN,19.32595,-99.13403,1,Postes_C5
457,CAMPESTRE CHURUBUSCO,COYOACÁN,19.34371,-99.13180,1,Postes_C5
458,AVANTE,COYOACÁN,19.32804,-99.13115,1,Postes_C5
459,INFONAVIT CULHUACAN ZONA 2,COYOACÁN,19.32942,-99.12058,1,Postes_C5
460,EX HACIENDA COAPA,COYOACÁN,19.31056,-99.12607,1,Postes_C5
461,CARMEN SERDAN 2131,COYOACÁN,19.31967,-99.10747,1,Postes_C5
463,PLAZA COAPA,TLALPAN,19.30402,-99.12484,1,Postes_C5
465,ATLAMPA,CUAUHTÉMOC,19.45871,-99.15187,1,Postes_C5
466,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.45630,-99.13187,1,Postes_C5
467,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.45671,-99.13297,1,Postes_C5
468,ROMA SUR,CUAUHTÉMOC,19.40305,-99.16631,1,Postes_C5
469,PERALVILLO,CUAUHTÉMOC,19.46127,-99.12767,1,Postes_C5
470,PERALVILLO,CUAUHTÉMOC,19.46077,-99.13235,1,Postes_C5
471,PERALVILLO,CUAUHTÉMOC,19.46234,-99.13880,1,Postes_C5
472,PERALVILLO,CUAUHTÉMOC,19.46146,-99.13495,1,Postes_C5
473,SAN SIMON TOLNAHUAC,CUAUHTÉMOC,19.45702,-99.14175,1,Postes_C5
474,BUENAVISTA,CUAUHTÉMOC,19.44091,-99.14985,1,Postes_C5
477,BUENAVISTA,CUAUHTÉMOC,19.44916,-99.14805,1,Postes_C5
478,GUERRERO,CUAUHTÉMOC,19.43992,-99.14701,1,Postes_C5
480,GUERRERO,CUAUHTÉMOC,19.44494,-99.14591,1,Postes_C5
481,SANTA MARIA LA RIBERA,CUAUHTÉMOC,19.44416,-99.15793,1,Postes_C5
482,SANTA MARIA LA RIBERA,CUAUHTÉMOC,19.44800,-99.15780,1,Postes_C5
489,CENTRO,CUAUHTÉMOC,19.43810,-99.12930,1,Postes_C5
490,CENTRO,CUAUHTÉMOC,19.42802,-99.13116,1,Postes_C5
491,SAN RAFAEL,CUAUHTÉMOC,19.43549,-99.16579,1,Postes_C5
492,CENTRO,CUAUHTÉMOC,19.42749,-99.14008,1,Postes_C5
495,CENTRO,CUAUHTÉMOC,19.42957,-99.15090,1,Postes_C5
496,CENTRO,CUAUHTÉMOC,19.42645,-99.13286,1,Postes_C5
501,HIPODROMO CONDESA,CUAUHTÉMOC,19.40800,-99.18224,1,Postes_C5
502,ALGARIN,CUAUHTÉMOC,19.40386,-99.14177,1,Postes_C5
503,AMPLIACION ASTURIAS,CUAUHTÉMOC,19.40883,-99.12757,1,Postes_C5
504,LORENZO BOTURINI,VENUSTIANO CARRANZA,19.41747,-99.12750,1,Postes_C5
505,OBRERA,CUAUHTÉMOC,19.41148,-99.13922,1,Postes_C5
506,OBRERA,CUAUHTÉMOC,19.41964,-99.13605,1,Postes_C5
507,OBRERA,CUAUHTÉMOC,19.41800,-99.13990,1,Postes_C5
508,CENTRO,CUAUHTÉMOC,19.42258,-99.13990,1,Postes_C5
509,PAULINO NAVARRO,CUAUHTÉMOC,19.41316,-99.13274,1,Postes_C5
510,ATACAXCO,LA MAGDALENA CONTRERAS,19.31569,-99.24943,1,Postes_C5
511,BUENOS AIRES,CUAUHTÉMOC,19.40431,-99.15011,1,Postes_C5
512,DOCTORES,CUAUHTÉMOC,19.41547,-99.14664,1,Postes_C5
513,DOCTORES,CUAUHTÉMOC,19.40806,-99.15061,1,Postes_C5
514,LOMAS DE SAN BERNABE 2279,LA MAGDALENA CONTRERAS,19.31197,-99.26055,1,Postes_C5
515,DOCTORES,CUAUHTÉMOC,19.41534,-99.14493,1,Postes_C5
516,DOCTORES,CUAUHTÉMOC,19.42372,-99.14590,1,Postes_C5
518,SAN BARTOLOME XICOMULCO,MILPA ALTA,19.20678,-99.07089,1,Postes_C5
519,LOS ANGELES,MILPA ALTA,19.19104,-99.02382,1,Postes_C5
520,PANCHIMALCO,MILPA ALTA,19.20061,-99.04984,1,Postes_C5
521,PANCHIMALCO,MILPA ALTA,19.20132,-99.04865,1,Postes_C5
523,SAN MIGUEL,MILPA ALTA,19.18647,-99.07385,1,Postes_C5
524,SAN SALVADOR CUAUHTENCO,MILPA ALTA,19.19448,-99.09545,1,Postes_C5
525,SAN AGUSTIN,MILPA ALTA,19.18885,-99.01258,1,Postes_C5
526,LOS ANGELES,MILPA ALTA,19.18794,-99.02213,1,Postes_C5
527,SANTA MARTHA,MILPA ALTA,19.19497,-99.02679,1,Postes_C5
528,LA PASTORA 2257,GUSTAVO A. MADERO,19.52376,-99.13767,1,Postes_C5
529,LA PRADERA II,GUSTAVO A. MADERO,19.47201,-99.06217,1,Postes_C5
530,HORNOS DE ARAGON,GUSTAVO A. MADERO,19.47066,-99.07963,1,Postes_C5
531,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,19.54194,-99.14142,1,Postes_C5
532,ZONA ESCOLAR,GUSTAVO A. MADERO,19.54052,-99.15004,1,Postes_C5
533,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.46122,-99.06351,1,Postes_C5
534,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.46034,-99.08052,1,Postes_C5
535,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.46490,-99.07583,1,Postes_C5
536,GENERAL FELIPE BERRIOZABAL,GUSTAVO A. MADERO,19.55569,-99.12841,1,Postes_C5
537,COMPOSITORES MEXICANOS,GUSTAVO A. MADERO,19.56463,-99.13972,1,Postes_C5
538,LA FORESTAL,GUSTAVO A. MADERO,19.56089,-99.13157,1,Postes_C5
539,MALACATES 2322,GUSTAVO A. MADERO,19.57696,-99.13268,1,Postes_C5
540,CUAUTEPEC BARRIO ALTO,GUSTAVO A. MADERO,19.55970,-99.13212,1,Postes_C5
541,COMPOSITORES MEXICANOS,GUSTAVO A. MADERO,19.56539,-99.13914,1,Postes_C5
542,LOMAS DE CUAUTEPEC,GUSTAVO A. MADERO,19.56631,-99.13392,1,Postes_C5
543,6 DE JUNIO,GUSTAVO A. MADERO,19.54877,-99.12623,1,Postes_C5
544,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,19.54414,-99.13798,1,Postes_C5
545,LA PASTORA 2257,GUSTAVO A. MADERO,19.52640,-99.13879,1,Postes_C5
546,ACUEDUCTO DE GUADALUPE 2072,GUSTAVO A. MADERO,19.52502,-99.14876,1,Postes_C5
547,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.54935,-99.15220,1,Postes_C5
548,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.54841,-99.15277,1,Postes_C5
549,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.55175,-99.15224,1,Postes_C5
550,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.46272,-99.06251,1,Postes_C5
551,DEL CARMEN,GUSTAVO A. MADERO,19.54132,-99.13309,1,Postes_C5
552,JORGE NEGRETE,GUSTAVO A. MADERO,19.52962,-99.14446,1,Postes_C5
553,GUADALUPE VICTORIA,GUSTAVO A. MADERO,19.54026,-99.14033,1,Postes_C5
555,TLACAMACA,GUSTAVO A. MADERO,19.47570,-99.13680,1,Postes_C5
556,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.47231,-99.14182,1,Postes_C5
557,SAN BARTOLO ATEPEHUACAN,GUSTAVO A. MADERO,19.49195,-99.14268,1,Postes_C5
558,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.46438,-99.08382,1,Postes_C5
559,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.45921,-99.08422,1,Postes_C5
560,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.45565,-99.07898,1,Postes_C5
561,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,19.47979,-99.14584,1,Postes_C5
562,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.50361,-99.12637,1,Postes_C5
563,SAN JUAN DE ARAGON I SECCION 2438,GUSTAVO A. MADERO,19.46328,-99.08688,1,Postes_C5
564,MARTIN CARRERA,GUSTAVO A. MADERO,19.48986,-99.10595,1,Postes_C5
565,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,19.48343,-99.09933,1,Postes_C5
566,GABRIEL HERNANDEZ 2205,GUSTAVO A. MADERO,19.49744,-99.09989,1,Postes_C5
567,GABRIEL HERNANDEZ 2205,GUSTAVO A. MADERO,19.50137,-99.09994,1,Postes_C5
569,25 DE JULIO,GUSTAVO A. MADERO,19.49751,-99.07968,1,Postes_C5
580,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.48478,-99.12224,1,Postes_C5
581,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.46876,-99.11877,1,Postes_C5
582,INDUSTRIAL,GUSTAVO A. MADERO,19.47579,-99.12921,1,Postes_C5
583,SANTA ISABEL TOLA,GUSTAVO A. MADERO,19.49115,-99.11967,1,Postes_C5
584,INDUSTRIAL,GUSTAVO A. MADERO,19.47443,-99.12457,1,Postes_C5
585,SAN JUAN DE ARAGON I SECCION 2437,GUSTAVO A. MADERO,19.45519,-99.08109,1,Postes_C5
586,SAN JUAN DE ARAGON III SECCION,GUSTAVO A. MADERO,19.45192,-99.07422,1,Postes_C5
587,SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,19.46710,-99.07655,1,Postes_C5
588,NARCISO BASSOLS,GUSTAVO A. MADERO,19.45505,-99.05800,1,Postes_C5
590,SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,19.47245,-99.07512,1,Postes_C5
591,SAN JUAN DE ARAGON I SECCION 2437,GUSTAVO A. MADERO,19.45343,-99.08829,1,Postes_C5
592,SAN JUAN DE ARAGON I SECCION 2438,GUSTAVO A. MADERO,19.45830,-99.08980,1,Postes_C5
593,AMPLIACION CASAS ALEMAN,GUSTAVO A. MADERO,19.48118,-99.08760,1,Postes_C5
594,EL OLIVO,GUSTAVO A. MADERO,19.47264,-99.08736,1,Postes_C5
595,SAN JUAN DE ARAGON IV SECCION 2440,GUSTAVO A. MADERO,19.45711,-99.06566,1,Postes_C5
596,SAN JUAN DE ARAGON III SECCION,GUSTAVO A. MADERO,19.45281,-99.06892,1,Postes_C5
597,SAN NICOLAS TOTOLAPAN 2480,LA MAGDALENA CONTRERAS,19.29726,-99.24531,1,Postes_C5
598,SAN NICOLAS TOTOLAPAN 2480,LA MAGDALENA CONTRERAS,19.29769,-99.24436,1,Postes_C5
599,SANTIAGO SUR 2534,IZTACALCO,19.38707,-99.12226,1,Postes_C5
600,MILITAR MARTE,IZTACALCO,19.38004,-99.12258,1,Postes_C5
601,MILITAR MARTE,IZTACALCO,19.37922,-99.12556,1,Postes_C5
602,SAN PEDRO,IZTACALCO,19.39327,-99.12684,1,Postes_C5
603,VIADUCTO PIEDAD,IZTACALCO,19.40115,-99.13006,1,Postes_C5
604,VIADUCTO PIEDAD,IZTACALCO,19.39967,-99.12915,1,Postes_C5
606,MILITAR MARTE,IZTACALCO,19.38059,-99.13463,1,Postes_C5
607,MILITAR MARTE,IZTACALCO,19.38282,-99.12434,1,Postes_C5
608,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.38294,-99.11354,1,Postes_C5
609,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.38379,-99.11334,1,Postes_C5
610,REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.39026,-99.13246,1,Postes_C5
611,SAN MIGUEL 2461,IZTACALCO,19.39166,-99.11989,1,Postes_C5
612,SANTA ANITA 2492,IZTACALCO,19.39950,-99.12185,1,Postes_C5
613,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.38231,-99.11885,1,Postes_C5
614,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.38346,-99.11234,1,Postes_C5
615,AMPLIACION GABRIEL RAMOS MILLAN,IZTACALCO,19.38951,-99.09150,1,Postes_C5
616,AMPLIACION GABRIEL RAMOS MILLAN,IZTACALCO,19.38645,-99.09681,1,Postes_C5
617,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,19.39315,-99.09789,1,Postes_C5
618,GRANJAS MEXICO,IZTACALCO,19.40082,-99.11348,1,Postes_C5
619,GABRIEL RAMOS MILLAN,IZTACALCO,19.39264,-99.10308,1,Postes_C5
620,GRANJAS MEXICO,IZTACALCO,19.39926,-99.09687,1,Postes_C5
621,GRANJAS MEXICO,IZTACALCO,19.40038,-99.10269,1,Postes_C5
622,IMPI IZTACALCO,IZTACALCO,19.38780,-99.10072,1,Postes_C5
623,I.N.F.O.N.A.V.I.T. IZTACALCO,IZTACALCO,19.38767,-99.11219,1,Postes_C5
624,IMPI IZTACALCO,IZTACALCO,19.38738,-99.10198,1,Postes_C5
625,GABRIEL RAMOS MILLAN SECCION TLACOTAL,IZTACALCO,19.39466,-99.10591,1,Postes_C5
627,JUVENTINO ROSAS,IZTACALCO,19.38949,-99.10593,1,Postes_C5
628,JUVENTINO ROSAS,IZTACALCO,19.39214,-99.11077,1,Postes_C5
629,GABRIEL RAMOS MILLAN,IZTACALCO,19.39140,-99.10355,1,Postes_C5
631,AGRICOLA PANTITLAN,IZTACALCO,19.41491,-99.05865,1,Postes_C5
632,AGRICOLA ORIENTAL,IZTACALCO,19.39588,-99.08108,1,Postes_C5
633,EL RODEO,IZTACALCO,19.39626,-99.08342,1,Postes_C5
634,AGRICOLA PANTITLAN,IZTACALCO,19.41111,-99.06259,1,Postes_C5
635,AGRICOLA PANTITLAN,IZTACALCO,19.41746,-99.06829,1,Postes_C5
636,AGRICOLA ORIENTAL,IZTACALCO,19.40171,-99.07242,1,Postes_C5
637,GRANJAS MEXICO,IZTACALCO,19.40349,-99.08808,1,Postes_C5
638,AGRICOLA ORIENTAL,IZTACALCO,19.39648,-99.06769,1,Postes_C5
639,AGRICOLA ORIENTAL,IZTACALCO,19.39539,-99.06100,1,Postes_C5
640,AGRICOLA PANTITLAN,IZTACALCO,19.41461,-99.06044,1,Postes_C5
641,AGRICOLA PANTITLAN,IZTACALCO,19.41349,-99.06652,1,Postes_C5
642,AGRICOLA PANTITLAN,IZTACALCO,19.41630,-99.05919,1,Postes_C5
643,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,19.39653,-99.09677,1,Postes_C5
644,AGRICOLA ORIENTAL,IZTACALCO,19.39697,-99.07018,1,Postes_C5
645,BANJIDAL,IZTAPALAPA,19.35952,-99.13821,1,Postes_C5
646,SAN ANDRES TETEPILCO,IZTAPALAPA,19.36958,-99.13002,1,Postes_C5
647,SECTOR POPULAR,IZTAPALAPA,19.36580,-99.11847,1,Postes_C5
648,ESCUADRON 201,IZTAPALAPA,19.36695,-99.11147,1,Postes_C5
649,HEROES DE CHURUBUSCO,IZTAPALAPA,19.35956,-99.11807,1,Postes_C5
650,PROGRESO DEL SUR,IZTAPALAPA,19.35389,-99.11154,1,Postes_C5
651,LOS REYES CULHUACAN 2314,IZTAPALAPA,19.34526,-99.10926,1,Postes_C5
652,LA NUEVA ROSITA,IZTAPALAPA,19.37799,-99.10710,1,Postes_C5
653,LA NUEVA ROSITA,IZTAPALAPA,19.37610,-99.10456,1,Postes_C5
654,GRANJAS DE SAN ANTONIO,IZTAPALAPA,19.36822,-99.10352,1,Postes_C5
655,GRANJAS ESMERALDA,IZTAPALAPA,19.35438,-99.11922,1,Postes_C5
657,GRANJAS DE SAN ANTONIO,IZTAPALAPA,19.35646,-99.10931,1,Postes_C5
658,LEYES DE REFORMA 3RA SECCION,IZTAPALAPA,19.37609,-99.07093,1,Postes_C5
659,SANTA ROSA,IZTAPALAPA,19.38096,-99.07983,1,Postes_C5
660,SAN LUCAS,IZTAPALAPA,19.35956,-99.09697,1,Postes_C5
661,LEYES DE REFORMA 3RA SECCION,IZTAPALAPA,19.37934,-99.07041,1,Postes_C5
662,PROGRESISTA,IZTAPALAPA,19.35727,-99.06610,1,Postes_C5
663,UNIDAD VICENTE GUERRERO,IZTAPALAPA,19.36272,-99.06356,1,Postes_C5
664,CONSTITUCION DE 1917,IZTAPALAPA,19.34971,-99.06614,1,Postes_C5
665,REAL DEL MORAL,IZTAPALAPA,19.39081,-99.08263,1,Postes_C5
